organismQuantity	occurrenceStatus	recordedBy	samplingProtocol	sampleSizeValue	organismQuantityType	sampleSizeUnit	kingdom	phylum	class	order	family	genus	verbatimIdentification	scientificName	scientificNameID	taxonRank	identificationRemarks	occurrenceID	materialSampleID
13377	present	Hugo Gante	eDNA expeditions citizen science sampling	356369	DNA Sequence reads	DNA Sequence reads	Animalia	Chordata	Teleostei	Eupercaria incertae sedis	Sparidae	Acanthopagrus		Acanthopagrus schlegelii	urn:lsid:marinespecies.org:taxname:293534	species	Identification based on the RDP classifier at the confidence level 0.6: taxonomy Eukaryota;Chordata;Actinopteri;Spariformes;Sparidae;Acanthopagrus;Acanthopagrus_schlegelii, confidences 1;1;1;1;1;0.96;0.68. Confirmation with VSEARCH against the 16S_ncbi_euk_1_50000_pga database at 0.97 similarity: hits MK182268,JQ746035, identities 97,97, taxonomy Acanthopagrus_schlegelii_x_Pagrus_major,Acanthopagrus_schlegelii, consensus Eukaryota;Chordata;Actinopteri;Spariformes;Sparidae.	asv.4_EE0046	EE0046
13028	present	Hugo Gante	eDNA expeditions citizen science sampling	176989	DNA Sequence reads	DNA Sequence reads	Animalia	Chordata	Teleostei	Ovalentaria incertae sedis	Pomacentridae	Neopomacentrus		Neopomacentrus taeniurus	urn:lsid:marinespecies.org:taxname:218838	species	Identification based on the RDP classifier at the confidence level 0.6: taxonomy Eukaryota;Chordata;Actinopteri;o_Actinopteri;Pomacentridae;Neopomacentrus;Neopomacentrus_taeniurus, confidences 1;1;1;1;1;1;0.83. No VSEARCH hits at 0.97 identity.	asv.22_EE0078	EE0078
12989	present	Hugo Gante	eDNA expeditions citizen science sampling	229827	DNA Sequence reads	DNA Sequence reads	Animalia	Chordata	Teleostei	Mugiliformes	Mugilidae	Planiliza		Planiliza macrolepis	urn:lsid:marinespecies.org:taxname:1043424	species	Identification based on the RDP classifier at the confidence level 0.6: taxonomy Eukaryota;Chordata;Actinopteri;Mugiliformes;Mugilidae;Planiliza;Planiliza_macrolepis, confidences 1;1;1;1;1;1;1. Confirmation with VSEARCH against the 16S_ncbi_euk_1_50000_pga database at 0.97 similarity: hits NC_027239,GQ168554,JQ060674, identities 100,99.6,97.7, taxonomy Planiliza_macrolepis,Planiliza_macrolepis,Planiliza_macrolepis, consensus Eukaryota;Chordata;Actinopteri;Mugiliformes;Mugilidae;Planiliza;Planiliza_macrolepis.	asv.13_EE0072	EE0072
12642	present	Hugo Gante	eDNA expeditions citizen science sampling	453499	DNA Sequence reads	DNA Sequence reads	Animalia	Chordata	Teleostei	Eupercaria incertae sedis	Sillaginidae	Sillago		Sillago schomburgkii	urn:lsid:marinespecies.org:taxname:273953	species	Identification based on the RDP classifier at the confidence level 0.6: taxonomy Eukaryota;Chordata;Actinopteri;o_Actinopteri;Sillaginidae;Sillago;Sillago_schomburgkii, confidences 1;1;1;1;1;1;1. Confirmation with VSEARCH against the 16S_ncbi_euk_1_50000_pga database at 0.97 similarity: hits KX234653,KX234652, identities 100,100, taxonomy Sillago_schomburgkii,Sillago_schomburgkii, consensus Eukaryota;Chordata;Actinopteri;Sillaginidae;Sillago;Sillago_schomburgkii.	asv.3_EE0062	EE0062
12435	present	Hugo Gante	eDNA expeditions citizen science sampling	229827	DNA Sequence reads	DNA Sequence reads	Animalia	Chordata	Mammalia	Primates	Hominidae	Homo		Homo sapiens	urn:lsid:marinespecies.org:taxname:1455977	species	Identification based on the RDP classifier at the confidence level 0.6: taxonomy Eukaryota;Chordata;Mammalia;Primates;Hominidae;Homo;Homo_sapiens, confidences 1;1;1;1;1;1;1. Confirmation with VSEARCH against the 16S_ncbi_euk_1_50000_pga database at 0.97 similarity: hits JQ446410,KJ801473,JN160804,KY748238,DQ867014,HM246152,HM246151,KM978387,JF339215,JF339214, identities 100,100,100,100,100,100,100,100,100,100, taxonomy Homo_sapiens,Homo_sapiens,Cloning_vector_pRS316-1B9,Panstrongylus_lignarius,Gallus_gallus,Thrips_alliorum,Echinothrips_americanus,Akabosia_matsudoensis,Physarum_xylophilum,Perichaena_chrysosperma, consensus Eukaryota.	asv.1_EE0072	EE0072
12329	present	Hugo Gante	eDNA expeditions citizen science sampling	176989	DNA Sequence reads	DNA Sequence reads	Animalia	Chordata	Teleostei	Eupercaria incertae sedis	Sparidae	Pagrus		Pagrus	urn:lsid:marinespecies.org:taxname:126080	genus	Identification based on the RDP classifier at the confidence level 0.6: taxonomy Eukaryota;Chordata;Actinopteri;Spariformes;Sparidae;Pagrus;Pagrus_major, confidences 1;1;1;1;1;1;0.57. Confirmation with VSEARCH against the 16S_ncbi_euk_1_50000_pga database at 0.97 similarity: hits AF297465,KY855473,AF247424,AP002949,AF297466,KR069116,LC648054,LC647998,LC648064,LC648008, identities 100,100,99.6,99.6,99.6,99.6,99.6,99.6,99.2,99.2, taxonomy Pagrus_auratus,Pagrus_major,Pagrus_auratus,Pagrus_major,Pagrus_auratus,Acanthopagrus_schlegelii_x_Pagrus_major,Pagrus_major,Pagrus_major,Pagrus_major,Pagrus_major, consensus Eukaryota;Chordata;Actinopteri;Spariformes;Sparidae;Pagrus;Pagrus_major.	asv.23_EE0078	EE0078
12134	present	Hugo Gante	eDNA expeditions citizen science sampling	229827	DNA Sequence reads	DNA Sequence reads	Animalia	Chordata	Teleostei	Eupercaria incertae sedis	Gerreidae	Gerres		Gerres japonicus	urn:lsid:marinespecies.org:taxname:276958	species	Identification based on the RDP classifier at the confidence level 0.6: taxonomy Eukaryota;Chordata;Actinopteri;Gerreiformes;Gerreidae;Gerres;Gerres_japonicus, confidences 1;1;1;1;1;1;0.86. Confirmation with VSEARCH against the 16S_ncbi_euk_1_50000_pga database at 0.97 similarity: hits EU912570,MT023107, identities 98.5,98.5, taxonomy Gerres_japonicus,Gerres_decacanthus, consensus Eukaryota;Chordata;Actinopteri;Gerreiformes;Gerreidae;Gerres.	asv.6_EE0072	EE0072
10802	present	Hugo Gante	eDNA expeditions citizen science sampling	453499	DNA Sequence reads	DNA Sequence reads	Animalia	Chordata	Teleostei	Perciformes	Platycephalidae	Platycephalus		Platycephalus	urn:lsid:marinespecies.org:taxname:126166	genus	Identification based on the RDP classifier at the confidence level 0.6: taxonomy Eukaryota;Chordata;Actinopteri;Perciformes;Platycephalidae;Platycephalus;Platycephalus_indicus, confidences 1;1;1;1;1;1;0.56. Confirmation with VSEARCH against the 16S_ncbi_euk_1_50000_pga database at 0.97 similarity: hits KT862658,KT862670,KT862672,KT862664,AY539008,KT862661, identities 100,97.8,97.4,97.4,97,97, taxonomy Platycephalus_westraliae,Platycephalus_indicus,Platycephalus_indicus,Platycephalus_australis,Platycephalus_bassensis,Platycephalus_fuscus, consensus Eukaryota;Chordata;Actinopteri;Perciformes;Platycephalidae;Platycephalus.	asv.19_EE0062	EE0062
10788	present	Hugo Gante	eDNA expeditions citizen science sampling	232067	DNA Sequence reads	DNA Sequence reads	Animalia	Chordata	Teleostei	Atheriniformes	Atherinidae	Atherinomorus		Atherinomorus lacunosus	urn:lsid:marinespecies.org:taxname:126331	species	Identification based on the RDP classifier at the confidence level 0.6: taxonomy Eukaryota;Chordata;Actinopteri;Atheriniformes;Atherinidae;Atherinomorus;Atherinomorus_lacunosus, confidences 1;1;1;1;1;1;0.93. No VSEARCH hits at 0.97 identity.	asv.16_EE0047	EE0047
10361	present	Hugo Gante	eDNA expeditions citizen science sampling	453499	DNA Sequence reads	DNA Sequence reads	Animalia	Chordata	Teleostei	Atheriniformes	Atherinidae			Atherinidae	urn:lsid:marinespecies.org:taxname:125438	family	Identification based on the RDP classifier at the confidence level 0.6: taxonomy Eukaryota;Chordata;Actinopteri;Atheriniformes;Atherinidae;Craterocephalus;Craterocephalus_eyresii, confidences 1;1;1;0.85;0.84;0.46;0.33. No VSEARCH hits at 0.97 identity.	asv.5_EE0062	EE0062
10170	present	Hugo Gante	eDNA expeditions citizen science sampling	247816	DNA Sequence reads	DNA Sequence reads	Animalia	Chordata	Teleostei	Atheriniformes	Atherinidae	Atherinomorus		Atherinomorus lacunosus	urn:lsid:marinespecies.org:taxname:126331	species	Identification based on the RDP classifier at the confidence level 0.6: taxonomy Eukaryota;Chordata;Actinopteri;Atheriniformes;Atherinidae;Atherinomorus;Atherinomorus_lacunosus, confidences 1;1;1;1;1;1;0.93. No VSEARCH hits at 0.97 identity.	asv.16_EE0043	EE0043
9966	present	Hugo Gante	eDNA expeditions citizen science sampling	453071	DNA Sequence reads	DNA Sequence reads	Animalia	Chordata	Mammalia	Primates	Hominidae	Homo		Homo sapiens	urn:lsid:marinespecies.org:taxname:1455977	species	Identification based on the RDP classifier at the confidence level 0.6: taxonomy Eukaryota;Chordata;Mammalia;Primates;Hominidae;Homo;Homo_sapiens, confidences 1;0.99;0.99;0.99;0.99;0.99;0.99. Confirmation with VSEARCH against the 16S_ncbi_euk_1_50000_pga database at 0.97 similarity: hits JQ446410,KJ801473,JN160804,KY748238,DQ867014,HM246152,HM246151,KM978387,JF339215,JF339214, identities 99.6,99.6,99.6,99.6,99.6,99.6,99.6,99.6,99.6,99.6, taxonomy Homo_sapiens,Homo_sapiens,Cloning_vector_pRS316-1B9,Panstrongylus_lignarius,Gallus_gallus,Thrips_alliorum,Echinothrips_americanus,Akabosia_matsudoensis,Physarum_xylophilum,Perichaena_chrysosperma, consensus Eukaryota.	asv.21_EE0083	EE0083
9706	present	Hugo Gante	eDNA expeditions citizen science sampling	356369	DNA Sequence reads	DNA Sequence reads	Eukaryota							Incertae sedis	urn:lsid:marinespecies.org:taxname:12	kingdom	Identification based on the RDP classifier at the confidence level 0.6: taxonomy Eukaryota;Chordata;Amphibia;Anura;Mantellidae;Mantidactylus;Mantidactylus_aff._betsileanus_'Andranofotsy', confidences 1;0.59;0.16;0.15;0;0;0. No VSEARCH hits at 0.97 identity.	asv.912_EE0046	EE0046
9635	present	Hugo Gante	eDNA expeditions citizen science sampling	229827	DNA Sequence reads	DNA Sequence reads	Animalia	Chordata	Elasmobranchii	Rhinopristiformes	Glaucostegidae	Glaucostegus		Glaucostegus cemiculus	urn:lsid:marinespecies.org:taxname:1016062	species	Identification based on the RDP classifier at the confidence level 0.6: taxonomy Eukaryota;Chordata;Chondrichthyes;Rhinopristiformes;Glaucostegidae;Glaucostegus;Glaucostegus_cemiculus, confidences 1;1;1;1;0.92;0.92;0.64. No VSEARCH hits at 0.97 identity.	asv.20_EE0072	EE0072
9400	present	Hugo Gante	eDNA expeditions citizen science sampling	229827	DNA Sequence reads	DNA Sequence reads	Animalia	Chordata	Teleostei	Eupercaria incertae sedis	Sillaginidae	Sillago		Sillago schomburgkii	urn:lsid:marinespecies.org:taxname:273953	species	Identification based on the RDP classifier at the confidence level 0.6: taxonomy Eukaryota;Chordata;Actinopteri;o_Actinopteri;Sillaginidae;Sillago;Sillago_schomburgkii, confidences 1;1;1;1;1;1;1. Confirmation with VSEARCH against the 16S_ncbi_euk_1_50000_pga database at 0.97 similarity: hits KX234653,KX234652, identities 100,100, taxonomy Sillago_schomburgkii,Sillago_schomburgkii, consensus Eukaryota;Chordata;Actinopteri;Sillaginidae;Sillago;Sillago_schomburgkii.	asv.3_EE0072	EE0072
9354	present	Hugo Gante	eDNA expeditions citizen science sampling	127966	DNA Sequence reads	DNA Sequence reads	Animalia	Chordata	Teleostei	Centrarchiformes	Terapontidae	Pelates		Pelates quadrilineatus	urn:lsid:marinespecies.org:taxname:127077	species	Identification based on the RDP classifier at the confidence level 0.6: taxonomy Eukaryota;Chordata;Actinopteri;Centrarchiformes;Terapontidae;Pelates;Pelates_quadrilineatus, confidences 1;1;1;1;1;1;1. Confirmation with VSEARCH against the 16S_ncbi_euk_1_50000_pga database at 0.97 similarity: hits JN688788, identities 98.5, taxonomy Pelates_quadrilineatus, consensus Eukaryota;Chordata;Actinopteri;Centrarchiformes;Terapontidae;Pelates;Pelates_quadrilineatus.	asv.11_EE0044	EE0044
9163	present	Hugo Gante	eDNA expeditions citizen science sampling	453499	DNA Sequence reads	DNA Sequence reads	Animalia	Chordata	Teleostei	Callionymiformes	Callionymidae			Callionymidae	urn:lsid:marinespecies.org:taxname:125522	family	Identification based on the RDP classifier at the confidence level 0.6: taxonomy Eukaryota;Chordata;Actinopteri;Syngnathiformes;Callionymidae;Callionymus;Callionymus_olidus, confidences 1;1;0.99;0.72;0.71;0.42;0.2. No VSEARCH hits at 0.97 identity.	asv.24_EE0062	EE0062
8960	present	Hugo Gante	eDNA expeditions citizen science sampling	232067	DNA Sequence reads	DNA Sequence reads	Animalia	Chordata	Teleostei	Atheriniformes				Atheriniformes	urn:lsid:marinespecies.org:taxname:10318	order	Identification based on the RDP classifier at the confidence level 0.6: taxonomy Eukaryota;Chordata;Actinopteri;Atheriniformes;Bedotiidae;Bedotia;Bedotia_madagascariensis, confidences 1;1;1;0.97;0.41;0.4;0.36. No VSEARCH hits at 0.97 identity.	asv.10_EE0047	EE0047
8678	present	Hugo Gante	eDNA expeditions citizen science sampling	127966	DNA Sequence reads	DNA Sequence reads	Animalia	Chordata	Teleostei	Centrarchiformes	Terapontidae	Pelates		Pelates octolineatus	urn:lsid:marinespecies.org:taxname:274000	species	Identification based on the RDP classifier at the confidence level 0.6: taxonomy Eukaryota;Chordata;Actinopteri;Centrarchiformes;Terapontidae;Pelates;Pelates_octolineatus, confidences 1;1;1;1;1;1;1. Confirmation with VSEARCH against the 16S_ncbi_euk_1_50000_pga database at 0.97 similarity: hits KX234691,JN688789, identities 100,97.3, taxonomy Pelates_octolineatus,Pelates_sexlineatus, consensus Eukaryota;Chordata;Actinopteri;Centrarchiformes;Terapontidae;Pelates.	asv.18_EE0044	EE0044
8409	present	Hugo Gante	eDNA expeditions citizen science sampling	453499	DNA Sequence reads	DNA Sequence reads	Animalia	Chordata	Elasmobranchii	Rhinopristiformes	Glaucostegidae	Glaucostegus		Glaucostegus cemiculus	urn:lsid:marinespecies.org:taxname:1016062	species	Identification based on the RDP classifier at the confidence level 0.6: taxonomy Eukaryota;Chordata;Chondrichthyes;Rhinopristiformes;Glaucostegidae;Glaucostegus;Glaucostegus_cemiculus, confidences 1;1;1;1;0.92;0.92;0.64. No VSEARCH hits at 0.97 identity.	asv.20_EE0062	EE0062
8282	present	Hugo Gante	eDNA expeditions citizen science sampling	232067	DNA Sequence reads	DNA Sequence reads	Animalia	Chordata	Teleostei	Atheriniformes	Atherinidae			Atherinidae	urn:lsid:marinespecies.org:taxname:125438	family	Identification based on the RDP classifier at the confidence level 0.6: taxonomy Eukaryota;Chordata;Actinopteri;Atheriniformes;Atherinidae;Craterocephalus;Craterocephalus_eyresii, confidences 1;1;1;0.85;0.84;0.46;0.33. No VSEARCH hits at 0.97 identity.	asv.5_EE0047	EE0047
8178	present	Hugo Gante	eDNA expeditions citizen science sampling	247816	DNA Sequence reads	DNA Sequence reads	Animalia	Chordata	Teleostei	Atheriniformes				Atheriniformes	urn:lsid:marinespecies.org:taxname:10318	order	Identification based on the RDP classifier at the confidence level 0.6: taxonomy Eukaryota;Chordata;Actinopteri;Atheriniformes;Bedotiidae;Bedotia;Bedotia_madagascariensis, confidences 1;1;1;0.97;0.41;0.4;0.36. No VSEARCH hits at 0.97 identity.	asv.10_EE0043	EE0043
8028	present	Hugo Gante	eDNA expeditions citizen science sampling	176989	DNA Sequence reads	DNA Sequence reads	Animalia	Chordata	Teleostei	Acanthuriformes	Siganidae	Siganus		Siganus fuscescens	urn:lsid:marinespecies.org:taxname:273912	species	Identification based on the RDP classifier at the confidence level 0.6: taxonomy Eukaryota;Chordata;Actinopteri;o_Actinopteri;Siganidae;Siganus;Siganus_fuscescens, confidences 1;1;1;1;1;1;1. Confirmation with VSEARCH against the 16S_ncbi_euk_1_50000_pga database at 0.97 similarity: hits NC_009572,KJ872545,EF210168,EF210164,DQ898104,DQ898101,MG677546,KR824528,DQ898116,DQ898103, identities 100,100,99.6,99.6,99.6,99.6,99.6,99.2,99.2,99.2, taxonomy Siganus_fuscescens,Siganus_canaliculatus,Siganus_fuscescens,Siganus_canaliculatus,Siganus_fuscescens,Siganus_fuscescens,Siganus_sutor,Siganus_canaliculatus,Siganus_rivulatus,Siganus_fuscescens, consensus Eukaryota;Chordata;Actinopteri;Siganidae;Siganus.	asv.25_EE0078	EE0078
8012	present	Hugo Gante	eDNA expeditions citizen science sampling	127966	DNA Sequence reads	DNA Sequence reads	Animalia	Chordata	Teleostei	Carangaria incertae sedis	Latidae	Psammoperca		Psammoperca waigiensis	urn:lsid:marinespecies.org:taxname:282395	species	Identification based on the RDP classifier at the confidence level 0.6: taxonomy Eukaryota;Chordata;Actinopteri;o_Actinopteri;Centropomidae;Psammoperca;Psammoperca_waigiensis, confidences 1;1;1;1;1;1;1. No VSEARCH hits at 0.97 identity.	asv.27_EE0044	EE0044
7906	present	Hugo Gante	eDNA expeditions citizen science sampling	356369	DNA Sequence reads	DNA Sequence reads	Eukaryota							Incertae sedis	urn:lsid:marinespecies.org:taxname:12	kingdom	Identification based on the RDP classifier at the confidence level 0.6: taxonomy Eukaryota;Chordata;Amphibia;Anura;Mantellidae;Mantidactylus;Mantidactylus_aff._betsileanus_'Andranofotsy', confidences 1;0.53;0.13;0.11;0;0;0. No VSEARCH hits at 0.97 identity.	asv.913_EE0046	EE0046
6517	present	Hugo Gante	eDNA expeditions citizen science sampling	176989	DNA Sequence reads	DNA Sequence reads	Animalia	Chordata	Teleostei	Beloniformes	Hemiramphidae	Hemiramphus		Hemiramphus far	urn:lsid:marinespecies.org:taxname:126389	species	Identification based on the RDP classifier at the confidence level 0.6: taxonomy Eukaryota;Chordata;Actinopteri;Beloniformes;Hemiramphidae;Hemiramphus;Hemiramphus_far, confidences 1;1;1;1;1;1;1. Confirmation with VSEARCH against the 16S_ncbi_euk_1_50000_pga database at 0.97 similarity: hits MH734932,AY693486,AY693487, identities 98.5,97.8,97, taxonomy Hemiramphus_far,Hemiramphus_far,Hemiramphus_far, consensus Eukaryota;Chordata;Actinopteri;Beloniformes;Hemiramphidae;Hemiramphus;Hemiramphus_far.	asv.29_EE0078	EE0078
6434	present	Hugo Gante	eDNA expeditions citizen science sampling	356369	DNA Sequence reads	DNA Sequence reads	Eukaryota							Incertae sedis	urn:lsid:marinespecies.org:taxname:12	kingdom	Identification based on the RDP classifier at the confidence level 0.6: taxonomy Eukaryota;Chordata;Amphibia;Anura;Mantellidae;Mantidactylus;Mantidactylus_aff._betsileanus_'Andranofotsy', confidences 1;0.56;0.16;0.13;0.02;0.02;0.01. No VSEARCH hits at 0.97 identity.	asv.914_EE0046	EE0046
6235	present	Hugo Gante	eDNA expeditions citizen science sampling	356369	DNA Sequence reads	DNA Sequence reads	Eukaryota							Incertae sedis	urn:lsid:marinespecies.org:taxname:12	kingdom	Identification based on the RDP classifier at the confidence level 0.6: taxonomy Eukaryota;Chordata;Amphibia;Anura;Mantellidae;Mantidactylus;Mantidactylus_aff._betsileanus_'Andranofotsy', confidences 1;0.58;0.17;0.15;0;0;0. No VSEARCH hits at 0.97 identity.	asv.915_EE0046	EE0046
6169	present	Hugo Gante	eDNA expeditions citizen science sampling	200609	DNA Sequence reads	DNA Sequence reads	Animalia	Chordata	Teleostei	Centrarchiformes	Terapontidae	Leiopotherapon		Leiopotherapon aheneus	urn:lsid:marinespecies.org:taxname:1013644	species	Identification based on the RDP classifier at the confidence level 0.6: taxonomy Eukaryota;Chordata;Actinopteri;Centrarchiformes;Terapontidae;Leiopotherapon;Leiopotherapon_aheneus, confidences 1;1;1;1;1;1;0.94. Confirmation with VSEARCH against the 16S_ncbi_euk_1_50000_pga database at 0.97 similarity: hits AY935338,AY935339,AY935337,AY935336,AY935334,AY935333,AY935329,AY935328, identities 99.2,97.7,97.7,97.3,97.3,97.3,97.3,97.3, taxonomy Leiopotherapon_aheneus,Leiopotherapon_aheneus,Leiopotherapon_unicolor,Leiopotherapon_unicolor,Leiopotherapon_unicolor,Leiopotherapon_unicolor,Leiopotherapon_unicolor,Leiopotherapon_unicolor, consensus Eukaryota;Chordata;Actinopteri;Centrarchiformes;Terapontidae;Leiopotherapon;Leiopotherapon_unicolor.	asv.2_EE0045	EE0045
