organismQuantity	occurrenceStatus	recordedBy	samplingProtocol	sampleSizeValue	organismQuantityType	sampleSizeUnit	kingdom	phylum	class	order	family	genus	scientificName	scientificNameID	taxonRank	specificEpithet	occurrenceID
74327	present	Hugo Gante	eDNA expeditions citizen science sampling	814746	DNA Sequence reads	DNA Sequence reads							Biota	urn:lsid:marinespecies.org:taxname:1	kingdom		asv.1444_B-13-multi-tot
72606	present	Hugo Gante	eDNA expeditions citizen science sampling	2099563	DNA Sequence reads	DNA Sequence reads							Biota	urn:lsid:marinespecies.org:taxname:1	kingdom		asv.1446_B-3-multi-tot
69599	present	Hugo Gante	eDNA expeditions citizen science sampling	2037239	DNA Sequence reads	DNA Sequence reads	Eukaryota	Chordata	Actinopteri	Perciformes	Cottidae	Myoxocephalus		urn:lsid:marinespecies.org:taxname:126152	genus		asv.56_W-21-multi-Mi
69041	present	Hugo Gante	eDNA expeditions citizen science sampling	684384	DNA Sequence reads	DNA Sequence reads							Biota	urn:lsid:marinespecies.org:taxname:1	kingdom		asv.1442_W-17-multi-tot
67198	present	Hugo Gante	eDNA expeditions citizen science sampling	79508	DNA Sequence reads	DNA Sequence reads	Eukaryota	Chordata	Mammalia	Primates	Hominidae	Homo	Homo sapiens	urn:lsid:marinespecies.org:taxname:1455977	species	sapiens	asv.1_B-13-singleplex
65232	present	Hugo Gante	eDNA expeditions citizen science sampling	2234064	DNA Sequence reads	DNA Sequence reads	Eukaryota	Chordata	Actinopteri	Pleuronectiformes	Pleuronectidae						asv.43_W-8-multi-tot
65063	present	Hugo Gante	eDNA expeditions citizen science sampling	1174874	DNA Sequence reads	DNA Sequence reads	Eukaryota	Chordata	Actinopteri	Tetraodontiformes	Monacanthidae						asv.50_S-06-multi-Mi
64466	present	Hugo Gante	eDNA expeditions citizen science sampling	2494166	DNA Sequence reads	DNA Sequence reads	Eukaryota	Chordata	Actinopteri	Centrarchiformes	Terapontidae	Pelates	Pelates_quadrilineatus	urn:lsid:marinespecies.org:taxname:127077	species	quadrilineatus	asv.30_S-11-multi-Mi
64181	present	Hugo Gante	CONTROL; eDNA expeditions citizen science sampling	3359557	DNA Sequence reads	DNA Sequence reads	Eukaryota	Chordata	Mammalia	Artiodactyla	Suidae	Sus	Sus scrofa	urn:lsid:marinespecies.org:taxname:1469456	species	scrofa	asv.54_W-22-multi-Mi
62744	present	Hugo Gante	eDNA expeditions citizen science sampling	224319	DNA Sequence reads	DNA Sequence reads	Eukaryota	Chordata	Actinopteri	Pleuronectiformes	Pleuronectidae						asv.4_W-8-singleplex
61805	present	Hugo Gante	eDNA expeditions citizen science sampling	2599740	DNA Sequence reads	DNA Sequence reads	Eukaryota	Chordata	Mammalia	Primates	Hominidae	Homo	Homo sapiens	urn:lsid:marinespecies.org:taxname:1455977	species	sapiens	asv.20_S-01-multi-Mi
61571	present	Hugo Gante	eDNA expeditions citizen science sampling	2099563	DNA Sequence reads	DNA Sequence reads							Biota	urn:lsid:marinespecies.org:taxname:1	kingdom		asv.1447_B-3-multi-tot
61055	present	Hugo Gante	CONTROL; eDNA expeditions citizen science sampling	904704	DNA Sequence reads	DNA Sequence reads	Eukaryota	Chordata	Mammalia	Primates	Hominidae	Homo	Homo sapiens	urn:lsid:marinespecies.org:taxname:1455977	species	sapiens	asv.10_B-05-multi-Mi
59551	present	Hugo Gante	eDNA expeditions citizen science sampling	1279056	DNA Sequence reads	DNA Sequence reads	Eukaryota	Chordata	Actinopteri	Gobiiformes	Gobiidae	Pomatoschistus		urn:lsid:marinespecies.org:taxname:125999	genus		asv.46_W-17-multi-Mi
59080	present	Hugo Gante	eDNA expeditions citizen science sampling	2234064	DNA Sequence reads	DNA Sequence reads	Eukaryota	Chordata	Actinopteri	Gadiformes	Gadidae						asv.53_W-8-multi-tot
57797	present	Hugo Gante	eDNA expeditions citizen science sampling	1175843	DNA Sequence reads	DNA Sequence reads							Biota	urn:lsid:marinespecies.org:taxname:1	kingdom		asv.1445_W-21-multi-tot
56239	present	Hugo Gante	eDNA expeditions citizen science sampling	2599740	DNA Sequence reads	DNA Sequence reads	Eukaryota	Chordata	Actinopteri	Mugiliformes	Mugilidae	Mugil	Mugil_cephalus	urn:lsid:marinespecies.org:taxname:126983	species	cephalus	asv.60_S-01-multi-Mi
56119	present	Hugo Gante	eDNA expeditions citizen science sampling	2494166	DNA Sequence reads	DNA Sequence reads	Eukaryota	Chordata	Actinopteri	Labriformes	Labridae	Scarus		urn:lsid:marinespecies.org:taxname:159299	genus		asv.61_S-11-multi-Mi
55981	present	Hugo Gante	CONTROL; eDNA expeditions citizen science sampling	2119650	DNA Sequence reads	DNA Sequence reads	Eukaryota	Chordata	Mammalia	Primates	Hominidae	Homo	Homo sapiens	urn:lsid:marinespecies.org:taxname:1455977	species	sapiens	asv.9_W-22-multi-tot
55882	present	Hugo Gante	eDNA expeditions citizen science sampling	2599740	DNA Sequence reads	DNA Sequence reads	Eukaryota	Chordata	Actinopteri	Tetraodontiformes	Tetraodontidae	Torquigener	Torquigener_pleurogramma	urn:lsid:marinespecies.org:taxname:278273	species	pleurogramma	asv.63_S-01-multi-Mi
55675	present	Hugo Gante	eDNA expeditions citizen science sampling	2599740	DNA Sequence reads	DNA Sequence reads	Eukaryota	Chordata	Actinopteri	Perciformes	Platycephalidae	Platycephalus	Platycephalus_indicus	urn:lsid:marinespecies.org:taxname:127234	species	indicus	asv.62_S-01-multi-Mi
55319	present	Hugo Gante	CONTROL; eDNA expeditions citizen science sampling	2855108	DNA Sequence reads	DNA Sequence reads	Eukaryota	Chordata	Mammalia	Primates	Hominidae	Homo	Homo sapiens	urn:lsid:marinespecies.org:taxname:1455977	species	sapiens	asv.26_S-18-multi-Mi
54431	present	Hugo Gante	eDNA expeditions citizen science sampling	1740448	DNA Sequence reads	DNA Sequence reads	Eukaryota	Chordata	Mammalia	Primates	Hominidae	Homo	Homo sapiens	urn:lsid:marinespecies.org:taxname:1455977	species	sapiens	asv.22_B-13-multi-Mi
53710	present	Hugo Gante	BLANK; eDNA expeditions citizen science sampling	467876	DNA Sequence reads	DNA Sequence reads	Eukaryota	Chordata	Mammalia	Primates	Hominidae	Homo	Homo sapiens	urn:lsid:marinespecies.org:taxname:1455977	species	sapiens	asv.65_W-26-multi-Mi
53601	present	Hugo Gante	CONTROL; eDNA expeditions citizen science sampling	1591256	DNA Sequence reads	DNA Sequence reads	Eukaryota	Chordata	Mammalia	Primates	Hominidae	Homo	Homo sapiens	urn:lsid:marinespecies.org:taxname:1455977	species	sapiens	asv.22_S-18-multi-tot
53573	present	Hugo Gante	eDNA expeditions citizen science sampling	2494166	DNA Sequence reads	DNA Sequence reads	Eukaryota	Chordata	Actinopteri	nan	Sillaginidae	Sillago	Sillago_ingenuua	urn:lsid:marinespecies.org:taxname:273942	species	ingenuua	asv.67_S-11-multi-Mi
52936	present	Hugo Gante	eDNA expeditions citizen science sampling	1051926	DNA Sequence reads	DNA Sequence reads	Eukaryota	Chordata	Mammalia	Primates	Hominidae	Homo	Homo sapiens	urn:lsid:marinespecies.org:taxname:1455977	species	sapiens	asv.1_S-01-multi-tot
52494	present	Hugo Gante	eDNA expeditions citizen science sampling	2494166	DNA Sequence reads	DNA Sequence reads	Eukaryota	Chordata	Mammalia	Primates	Hominidae	Homo	Homo sapiens	urn:lsid:marinespecies.org:taxname:1455977	species	sapiens	asv.16_S-11-multi-Mi
51888	present	Hugo Gante	eDNA expeditions citizen science sampling	1174874	DNA Sequence reads	DNA Sequence reads	Eukaryota	Chordata	Actinopteri	Centrarchiformes	Terapontidae	Pelates	Pelates_quadrilineatus	urn:lsid:marinespecies.org:taxname:127077	species	quadrilineatus	asv.30_S-06-multi-Mi
51219	present	Hugo Gante	eDNA expeditions citizen science sampling	1065746	DNA Sequence reads	DNA Sequence reads							Biota	urn:lsid:marinespecies.org:taxname:1	kingdom		asv.1440_S-11-multi-tot
49920	present	Hugo Gante	eDNA expeditions citizen science sampling	2494166	DNA Sequence reads	DNA Sequence reads	Eukaryota	Chordata	Actinopteri	nan	Siganidae	Siganus	Siganus_fuscescens	urn:lsid:marinespecies.org:taxname:273912	species	fuscescens	asv.69_S-11-multi-Mi
48315	present	Hugo Gante	CONTROL; eDNA expeditions citizen science sampling	2119650	DNA Sequence reads	DNA Sequence reads	Eukaryota	Chordata	Mammalia	Primates	Hominidae	Homo	Homo sapiens	urn:lsid:marinespecies.org:taxname:1455977	species	sapiens	asv.27_W-22-multi-tot
48163	present	Hugo Gante	eDNA expeditions citizen science sampling	1174874	DNA Sequence reads	DNA Sequence reads	Eukaryota	Chordata	Actinopteri	Centrarchiformes	Terapontidae	Leiopotherapon	Leiopotherapon_unicolor	urn:lsid:marinespecies.org:taxname:281283	species	unicolor	asv.36_S-06-multi-Mi
47721	present	Hugo Gante	eDNA expeditions citizen science sampling	2494166	DNA Sequence reads	DNA Sequence reads	Eukaryota	Chordata	Actinopteri	nan	Pomacentridae	Abudefduf		urn:lsid:marinespecies.org:taxname:126044	genus		asv.70_S-11-multi-Mi
47513	present	Hugo Gante	eDNA expeditions citizen science sampling	2494166	DNA Sequence reads	DNA Sequence reads	Eukaryota	Chordata	Actinopteri	Chaetodontiformes	Leiognathidae						asv.71_S-11-multi-Mi
47012	present	Hugo Gante	eDNA expeditions citizen science sampling	814746	DNA Sequence reads	DNA Sequence reads	Eukaryota	Chordata	Mammalia	Primates	Hominidae	Homo	Homo sapiens	urn:lsid:marinespecies.org:taxname:1455977	species	sapiens	asv.1_B-13-multi-tot
46726	present	Hugo Gante	eDNA expeditions citizen science sampling	2494166	DNA Sequence reads	DNA Sequence reads	Eukaryota	Chordata	Mammalia	Artiodactyla	Delphinidae	Stenella	Stenella longirostris	urn:lsid:marinespecies.org:taxname:137109	species	longirostris	asv.55_S-11-multi-Mi
46388	present	Hugo Gante	eDNA expeditions citizen science sampling	2494166	DNA Sequence reads	DNA Sequence reads	Eukaryota	Chordata	Actinopteri	Gobiiformes	Gobiidae	Valenciennea		urn:lsid:marinespecies.org:taxname:204096	genus		asv.74_S-11-multi-Mi
46369	present	Hugo Gante	eDNA expeditions citizen science sampling	2234064	DNA Sequence reads	DNA Sequence reads							Biota	urn:lsid:marinespecies.org:taxname:1	kingdom		asv.1449_W-8-multi-tot
46333	present	Hugo Gante	CONTROL; eDNA expeditions citizen science sampling	904704	DNA Sequence reads	DNA Sequence reads	Eukaryota	Chordata	Mammalia	Primates	Hominidae	Homo	Homo sapiens	urn:lsid:marinespecies.org:taxname:1455977	species	sapiens	asv.9_B-05-multi-Mi
46238	present	Hugo Gante	eDNA expeditions citizen science sampling	2823421	DNA Sequence reads	DNA Sequence reads							Biota	urn:lsid:marinespecies.org:taxname:1	kingdom		asv.1450_B-3-multi-Mi
45925	present	Hugo Gante	eDNA expeditions citizen science sampling	2037239	DNA Sequence reads	DNA Sequence reads	Eukaryota	Chordata	Mammalia	Artiodactyla	Suidae	Sus	Sus scrofa	urn:lsid:marinespecies.org:taxname:1469456	species	scrofa	asv.51_W-21-multi-Mi
43808	present	Hugo Gante	eDNA expeditions citizen science sampling	2099563	DNA Sequence reads	DNA Sequence reads							Biota	urn:lsid:marinespecies.org:taxname:1	kingdom		asv.1448_B-3-multi-tot
42901	present	Hugo Gante	eDNA expeditions citizen science sampling	350152	DNA Sequence reads	DNA Sequence reads	Eukaryota	Chordata	Actinopteri	Labriformes	Labridae	Halichoeres		urn:lsid:marinespecies.org:taxname:158813	genus		asv.37_B-3-singleplex
41065	present	Hugo Gante	eDNA expeditions citizen science sampling	2599740	DNA Sequence reads	DNA Sequence reads	Eukaryota	Chordata	Actinopteri	Blenniiformes	Blenniidae	Omobranchus	Omobranchus_loxozonus	urn:lsid:marinespecies.org:taxname:278018	species	loxozonus	asv.86_S-01-multi-Mi
40788	present	Hugo Gante	eDNA expeditions citizen science sampling	2599740	DNA Sequence reads	DNA Sequence reads	Eukaryota	Chordata	Actinopteri	Beloniformes	Belonidae						asv.79_S-01-multi-Mi
40732	present	Hugo Gante	BLANK; eDNA expeditions citizen science sampling	497142	DNA Sequence reads	DNA Sequence reads	Eukaryota	Chordata	Mammalia	Primates	Hominidae	Homo	Homo sapiens	urn:lsid:marinespecies.org:taxname:1455977	species	sapiens	asv.76_B-14-multi-tot
40497	present	Hugo Gante	eDNA expeditions citizen science sampling	2494166	DNA Sequence reads	DNA Sequence reads	Eukaryota	Chordata	Actinopteri	Blenniiformes	Tripterygiidae						asv.78_S-11-multi-Mi
39653	present	Hugo Gante	CONTROL; eDNA expeditions citizen science sampling	3359557	DNA Sequence reads	DNA Sequence reads	Eukaryota	Chordata	Mammalia	Primates	Hominidae	Homo	Homo sapiens	urn:lsid:marinespecies.org:taxname:1455977	species	sapiens	asv.42_W-22-multi-Mi
39334	present	Hugo Gante	eDNA expeditions citizen science sampling	2037239	DNA Sequence reads	DNA Sequence reads	Eukaryota	Chordata	Actinopteri	Clupeiformes	Clupeidae	Clupea	Clupea_harengus	urn:lsid:marinespecies.org:taxname:126417	species	harengus	asv.47_W-21-multi-Mi
39312	present	Hugo Gante	eDNA expeditions citizen science sampling	493393	DNA Sequence reads	DNA Sequence reads	Eukaryota	Chordata	Actinopteri	Atheriniformes	Atherinidae	Craterocephalus		urn:lsid:marinespecies.org:taxname:268866	genus		asv.15_S-01-singleplex
38994	present	Hugo Gante	CONTROL; eDNA expeditions citizen science sampling	1591256	DNA Sequence reads	DNA Sequence reads	Eukaryota	Chordata	Mammalia	Primates	Hominidae	Homo	Homo sapiens	urn:lsid:marinespecies.org:taxname:1455977	species	sapiens	asv.58_S-18-multi-tot
38653	present	Hugo Gante	eDNA expeditions citizen science sampling	2599740	DNA Sequence reads	DNA Sequence reads	Eukaryota	Chordata	Actinopteri	Labriformes	Labridae	Halichoeres		urn:lsid:marinespecies.org:taxname:158813	genus		asv.13_S-01-multi-Mi
38416	present	Hugo Gante	CONTROL; eDNA expeditions citizen science sampling	3359557	DNA Sequence reads	DNA Sequence reads	Eukaryota	Chordata	Mammalia	Primates	Hominidae	Homo	Homo sapiens	urn:lsid:marinespecies.org:taxname:1455977	species	sapiens	asv.88_W-22-multi-Mi
38042	present	Hugo Gante	CONTROL; eDNA expeditions citizen science sampling	2119650	DNA Sequence reads	DNA Sequence reads	Eukaryota	Chordata	Mammalia	Primates	Hominidae	Homo	Homo sapiens	urn:lsid:marinespecies.org:taxname:1455977	species	sapiens	asv.20_W-22-multi-tot
37847	present	Hugo Gante	CONTROL; eDNA expeditions citizen science sampling	1032641	DNA Sequence reads	DNA Sequence reads	Eukaryota	Chordata	Actinopteri	Anguilliformes	Anguillidae	Anguilla	Anguilla_anguilla	urn:lsid:marinespecies.org:taxname:126281	species	anguilla	asv.35_W-22-singleplex
37816	present	Hugo Gante	CONTROL; eDNA expeditions citizen science sampling	1591256	DNA Sequence reads	DNA Sequence reads	Eukaryota	Chordata	Mammalia	Primates	Hominidae	Homo	Homo sapiens	urn:lsid:marinespecies.org:taxname:1455977	species	sapiens	asv.64_S-18-multi-tot
37436	present	Hugo Gante	eDNA expeditions citizen science sampling	493393	DNA Sequence reads	DNA Sequence reads	Eukaryota	Chordata	Actinopteri	Atheriniformes	Atherinidae	Craterocephalus	Craterocephalus_eyresii	urn:lsid:marinespecies.org:taxname:280416	species	eyresii	asv.34_S-01-singleplex
37047	present	Hugo Gante	eDNA expeditions citizen science sampling	1065746	DNA Sequence reads	DNA Sequence reads							Biota	urn:lsid:marinespecies.org:taxname:1	kingdom		asv.1444_S-11-multi-tot
36811	present	Hugo Gante	eDNA expeditions citizen science sampling	2234064	DNA Sequence reads	DNA Sequence reads	Eukaryota	Chordata	Aves	Charadriiformes	Laridae	Larus	Larus	urn:lsid:marinespecies.org:taxname:137043	genus		asv.81_W-8-multi-tot
36516	present	Hugo Gante	eDNA expeditions citizen science sampling	1065746	DNA Sequence reads	DNA Sequence reads	Eukaryota	Chordata	Mammalia	Primates	Hominidae	Homo	Homo sapiens	urn:lsid:marinespecies.org:taxname:1455977	species	sapiens	asv.1_S-11-multi-tot
36257	present	Hugo Gante	eDNA expeditions citizen science sampling	2599740	DNA Sequence reads	DNA Sequence reads	Eukaryota	Chordata	Actinopteri	Perciformes	Platycephalidae						asv.97_S-01-multi-Mi
35944	present	Hugo Gante	eDNA expeditions citizen science sampling	1174874	DNA Sequence reads	DNA Sequence reads	Eukaryota	Chordata	Actinopteri	Blenniiformes	Blenniidae	Petroscirtes	Petroscirtes_breviceps	urn:lsid:marinespecies.org:taxname:219331	species	breviceps	asv.73_S-06-multi-Mi
35375	present	Hugo Gante	eDNA expeditions citizen science sampling	350152	DNA Sequence reads	DNA Sequence reads	Eukaryota	Chordata	Actinopteri	Acanthuriformes	Acanthuridae	Acanthurus		urn:lsid:marinespecies.org:taxname:125908	genus		asv.14_B-3-singleplex
34951	present	Hugo Gante	eDNA expeditions citizen science sampling	2037239	DNA Sequence reads	DNA Sequence reads	Eukaryota	Chordata	Mammalia	Primates	Hominidae	Homo	Homo sapiens	urn:lsid:marinespecies.org:taxname:1455977	species	sapiens	asv.20_W-21-multi-Mi
34293	present	Hugo Gante	eDNA expeditions citizen science sampling	2099563	DNA Sequence reads	DNA Sequence reads							Biota	urn:lsid:marinespecies.org:taxname:1	kingdom		asv.1452_B-3-multi-tot
34286	present	Hugo Gante	eDNA expeditions citizen science sampling	2234064	DNA Sequence reads	DNA Sequence reads	Eukaryota	Chordata	Aves	Charadriiformes	Haematopodidae	Haematopus	Haematopus ostralegus	urn:lsid:marinespecies.org:taxname:147436	species	ostralegus	asv.92_W-8-multi-tot
34283	present	Hugo Gante	eDNA expeditions citizen science sampling	1065746	DNA Sequence reads	DNA Sequence reads							Biota	urn:lsid:marinespecies.org:taxname:1	kingdom		asv.1445_S-11-multi-tot
33358	present	Hugo Gante	eDNA expeditions citizen science sampling	1174874	DNA Sequence reads	DNA Sequence reads	Eukaryota	Chordata	Actinopteri	Centrarchiformes	Terapontidae						asv.77_S-06-multi-Mi
33153	present	Hugo Gante	eDNA expeditions citizen science sampling	165596	DNA Sequence reads	DNA Sequence reads	Eukaryota	Chordata	Mammalia	Primates	Hominidae	Homo	Homo sapiens	urn:lsid:marinespecies.org:taxname:1455977	species	sapiens	asv.1_S-11-singleplex
32967	present	Hugo Gante	CONTROL; eDNA expeditions citizen science sampling	1032641	DNA Sequence reads	DNA Sequence reads	Eukaryota	Chordata	Mammalia	Primates	Hominidae	Homo	Homo sapiens	urn:lsid:marinespecies.org:taxname:1455977	species	sapiens	asv.10_W-22-singleplex
32954	present	Hugo Gante	eDNA expeditions citizen science sampling	615472	DNA Sequence reads	DNA Sequence reads							Biota	urn:lsid:marinespecies.org:taxname:1	kingdom		asv.1440_B-12-multi-tot
32630	present	Hugo Gante	eDNA expeditions citizen science sampling	742306	DNA Sequence reads	DNA Sequence reads							Biota	urn:lsid:marinespecies.org:taxname:1	kingdom		asv.1443_S-06-multi-tot
32573	present	Hugo Gante	BLANK; eDNA expeditions citizen science sampling	497142	DNA Sequence reads	DNA Sequence reads	Eukaryota	Chordata	Mammalia	Artiodactyla	Suidae	Sus	Sus scrofa	urn:lsid:marinespecies.org:taxname:1469456	species	scrofa	asv.106_B-14-multi-tot
32493	present	Hugo Gante	CONTROL; eDNA expeditions citizen science sampling	1147709	DNA Sequence reads	DNA Sequence reads	Eukaryota	Chordata	Mammalia	Primates	Hominidae	Homo	Homo sapiens	urn:lsid:marinespecies.org:taxname:1455977	species	sapiens	asv.9_S-18-singleplex
32418	present	Hugo Gante	eDNA expeditions citizen science sampling	224319	DNA Sequence reads	DNA Sequence reads	Eukaryota	Chordata	Actinopteri	Gobiiformes	Gobiidae	Pomatoschistus		urn:lsid:marinespecies.org:taxname:125999	genus		asv.2_W-8-singleplex
32386	present	Hugo Gante	eDNA expeditions citizen science sampling	1051926	DNA Sequence reads	DNA Sequence reads							Biota	urn:lsid:marinespecies.org:taxname:1	kingdom		asv.1444_S-01-multi-tot
32015	present	Hugo Gante	CONTROL; eDNA expeditions citizen science sampling	1032641	DNA Sequence reads	DNA Sequence reads	Eukaryota	Chordata	Mammalia	Primates	Hominidae	Homo	Homo sapiens	urn:lsid:marinespecies.org:taxname:1455977	species	sapiens	asv.9_W-22-singleplex
